"","state","plant_name","cen_tract_id","region_meta","year","status","community_ownership","source","median_age","protesters_mean","letters_use","courts_use","legislation_use","is_anti_wind","longitude","latitude","gop_per","med_inc","white_perc","his_lat_perc","black_perc","pop_den","total_mw","n_turbs","turb_ht"
"282","TX","blue summit wind llc",48487950300,"South",2012,"Operating",0,"operational",44.3,NA,0,0,0,0,-99.364722,34.29,0.643715847,44951,0.811249324,0.1471065441,0.01946998378,1.979749565,135.4,85,262.5
"283","WI","butler ridge",55027961400,"Midwest",2009,"Operating",0,"operational",41.9,NA,0,1,3,0,-88.481111,43.400278,0.8138424821,61329,0.9691542289,0.01467661692,0.001243781095,47.46889087,54,36,262.5
"284","TX","callahan divide wind energy center",48441013600,"South",2005,"Operating",0,"operational",41,NA,0,0,0,0,-100.021667,32.303889,0.875,46223,0.8442247849,0.1290499725,0.008054182684,20.16473827,114,76,262.5
"285","WY","casper wind farm",56025001401,"West",2009,"Operating",0,"operational",35.1,NA,NA,NA,NA,0,-106.221442,42.884703,0.8589083419,57434,0.9153024911,0.05355871886,0.005693950178,5.033468714,17,11,262.5
"286","ND","cedar hills wind farm",38011965300,"Midwest",2010,"Operating",0,"operational",45.5,NA,NA,NA,NA,0,-103.767222,46.245556,0.919047619,52946,0.974537037,0.0100308642,0.002314814815,1.129251311,19.5,13,262.5
"287","IA","crystal lake 3 llc",19189680200,"Midwest",2009,"Operating",0,"operational",46.5,NA,NA,NA,NA,0,-93.8836,43.3192,0.6674311927,43971,0.9390955507,0.04996353027,0.0003646973012,11.93914467,66,44,262.5
"288","IA","cumberland rose",19001960200,"Midwest",2012,"Operating",1,"operational",45.6,NA,NA,NA,NA,0,-94.434722,41.226944,0.6185714286,47269,0.9815618221,0.007592190889,0.001626898048,7.170342915,1.6,1,262.5
"289","SD","day county wind llc",46037952700,"Midwest",2010,"Operating",0,"operational",50.7,NA,0,0,0,0,-97.9056,45.215,0.5909090909,39048,0.9732461356,0.01664684899,0.001783590963,2.708030174,99,66,262.5
"290","TX","dewind frisco",48195950100,"South",2012,"Operating",0,"operational",37.2,NA,NA,NA,NA,0,-101.605278,36.498514,0.9310344828,57917,0.6178128523,0.3664036077,0.0107102593,2.968910453,20,10,262.5
"291","MT","diamond willow wind facility",30025000100,"West",2007,"Operating",0,"operational",42.9,NA,0,0,0,0,-104.1836,46.2753,0.8967889908,52529,0.9664359862,0.01176470588,0.0006920415225,1.783100642,30,20,262.5
"292","TX","electra wind farm",48487950300,"South",2016,"Operating",0,"operational",44.3,NA,NA,NA,NA,0,-99.118746,34.102943,0.714532872,44951,0.811249324,0.1471065441,0.01946998378,1.979749565,230,100,262.5
"293","IA","fontanelle",19001960100,"Midwest",2012,"Operating",0,"operational",44.6,NA,NA,NA,NA,0,-94.57,41.338889,0.7242744063,43382,0.9774274454,0.01289860265,0.00179147259,10.2111288,1.6,1,262.5
"294","ND","fpl energy ashtabula wind llc",38003967900,"Midwest",2008,"Operating",0,"operational",47.7,NA,NA,NA,NA,0,-97.8853,47.1294,0.629969419,53990,0.9787610619,0.008259587021,0.0005899705015,2.721058945,148.5,99,262.5
"295","ND","fpl energy burleigh county wind",38015011500,"Midwest",2005,"Operating",0,"operational",46.1,NA,NA,NA,NA,0,-100.7333,47.1167,0.7830508475,54926,0.968,0.002666666667,0.002666666667,1.890403273,40,21,262.5
"296","IA","fpl energy crystal lake wind llc",19081270300,"Midwest",2008,"Operating",0,"operational",45.7,NA,NA,NA,NA,0,-93.8311,43.2125,0.6071428571,43141,0.9139344262,0.06818181818,0.004098360656,39.01653136,150,100,262.5
"297","IA","fpl energy story wind llc",19169010500,"Midwest",2008,"Operating",0,"operational",42.5,NA,NA,NA,NA,0,-93.2722,42.1044,0.7205882353,56650,0.9776078646,0.00655379574,0.00218459858,12.93541196,150,100,262.5
"298","IA","garden wind llc",19083480400,"Midwest",2009,"Operating",0,"operational",43.2,NA,0,0,0,0,-93.373625,42.224436,0.6710122699,47442,0.9678423237,0.02005532503,0.001728907331,14.70677922,150,100,262.5
"299","WI","glacier hills",55021970100,"Midwest",2011,"Operating",0,"operational",37.7,NA,0,1,18,1,-89.148056,43.563889,0.5545722714,56489,0.9489525644,0.0380447869,0.003852636648,29.18427002,162,90,262.5
"300","IA","greenfield wind",19001960300,"Midwest",2012,"Operating",1,"operational",45.9,NA,0,0,2,0,-94.485,41.29,0.690747782,44583,0.9744010502,0.01673777486,0.0009845749918,78.58963368,1.6,1,262.5
"301","TX","horse creek wind farm",48207950400,"South",2016,"Operating",0,"operational",48.5,19,4,8,35,1,-99.54,33.35,0.7,35071,0.7092419522,0.2502596054,0.02440290758,3.648118729,230,100,262.5
"302","MT","horseshoe bend wind park",30013010700,"West",2006,"Operating",0,"operational",43.5,NA,0,0,0,0,-111.4392,47.4983,0.6139954853,51627,0.9063973064,0.01548821549,0.007407407407,11.05979551,9,6,262.5
"303","IL","kelly creek wind project",17053961600,"Midwest",2016,"Operating",0,"operational",44.3,NA,0,0,1,0,-88.1975,40.9675,0.5981308411,43750,0.9427710843,0.03765060241,0.003012048193,13.24518199,184,92,262.5
"304","OK","kode novus i",40139950700,"South",2012,"Operating",0,"operational",26.8,NA,NA,NA,NA,0,-101.393611,36.543889,0.7071428571,51354,0.6602584305,0.2735581469,0.03340687047,3.717611928,80,40,262.5
"305","OK","kode novus ii",40139950700,"South",2012,"Operating",0,"operational",26.8,NA,NA,NA,NA,0,-101.495936,36.548958,0.7071428571,51354,0.6602584305,0.2735581469,0.03340687047,3.717611928,40,20,262.5
"306","ND","langdon wind  llc",38019951100,"Midwest",2007,"Operating",0,"operational",50.3,NA,0,0,0,0,-98.315,48.63,0.6764705882,57479,0.9780885781,0.004195804196,0,1.446612621,252.84,158,262.5
"307","ND","langdon wind ii llc",38019951100,"Midwest",2008,"Operating",0,"operational",50.3,NA,NA,NA,NA,0,-98.3164,48.6292,0.6764705882,57479,0.9780885781,0.004195804196,0,1.446612621,40.5,27,262.5
"308","TX","little pringle i wind farm",48233950200,"South",2010,"Operating",1,"operational",38.9,NA,NA,NA,NA,0,-101.540238,35.964272,0.8956356736,50571,0.8590245639,0.1003915984,0.009967960128,4.82509356,10,5,262.5
"309","TX","little pringle ii wind farm",48233950200,"South",2010,"Operating",1,"operational",38.9,NA,NA,NA,NA,0,-101.541363,35.924858,0.8956356736,50571,0.8590245639,0.1003915984,0.009967960128,4.82509356,10,5,262.5
"310","CO","logan wind energy",8075965900,"West",2007,"Operating",0,"operational",47.3,NA,0,0,0,0,-103.259,40.941,0.7924528302,42813,0.9220183486,0.06605504587,0.003669724771,1.98034868,201,134,262.5
"311","TX","majestic 1 wind farm",48065950200,"South",2009,"Operating",0,"operational",40.9,NA,NA,NA,NA,0,-101.53,35.3919,0.8684759916,57973,0.8708827404,0.1006587615,0.006851119895,7.031922418,79.5,53,262.5
"312","TX","majestic ii wind",48065950200,"South",2012,"Operating",0,"operational",40.9,NA,NA,NA,NA,0,-101.578572,35.386038,0.8684759916,57973,0.8708827404,0.1006587615,0.006851119895,7.031922418,79.6,51,262.5
"313","IA","meadow ridge",19001960100,"Midwest",2012,"Operating",1,"operational",44.6,NA,NA,NA,NA,0,-94.445833,41.39,0.6002638522,43382,0.9774274454,0.01289860265,0.00179147259,10.2111288,1.6,1,262.5
"314","TX","mesquite creek wind",48115950600,"South",2015,"Operating",0,"operational",37.4,NA,0,0,0,0,-101.741111,32.7,0.5637931034,48086,0.5945504087,0.3852861035,0.009809264305,2.158089768,211.2,118,262.5
"315","MI","michigan wind 1",26063950900,"Midwest",2008,"Operating",0,"operational",40.9,189,1,9,3,1,-82.9633,43.7092,0.6577669903,44041,0.9743119266,0.01415465269,0.005242463958,26.62860949,69,46,262.5
"316","MN","mower county wind energy center",27099001400,"Midwest",2006,"Operating",0,"operational",39.8,NA,NA,NA,NA,0,-92.59882,43.61407,0.7254901961,59741,0.9738406659,0.009809750297,0.005350772889,16.10913009,98.9,43,262.5
"317","MN","odell wind farm",27033270400,"Midwest",2016,"Operating",0,"operational",41.8,NA,0,0,0,0,-94.931944,43.853333,0.7983870968,36687,0.8741700917,0.09042048688,0.008852355359,43.1313609,200,100,262.5
"318","TX","palo duro wind",48357950100,"South",2014,"Operating",0,"operational",40.3,NA,0,0,0,0,-101.001389,36.243889,0.9032549729,69879,0.7257006559,0.2564102564,0.001788908766,1.846995378,249.9,147,262.5
"319","CO","peak view wind farm",8055960900,"West",2016,"Operating",0,"operational",55.7,NA,0,0,0,0,-104.505464,37.710444,0.5815217391,44607,0.7995927865,0.1695753345,0.003490401396,2.219415815,60.8,34,262.5
"320","CO","peetz table wind energy",8075965900,"West",2007,"Operating",0,"operational",47.3,NA,0,0,0,0,-103.436,40.986,0.7924528302,42813,0.9220183486,0.06605504587,0.003669724771,1.98034868,199.5,133,262.5
"321","AZ","perrin ranch wind llc",4005002300,"West",2012,"Operating",0,"operational",44.3,1000,0,0,0,1,-112.271111,35.415556,0.68,44115,0.6604734792,0.1348516632,0.01018879233,1.380519164,99.2,62,262.5
"322","CA","pinyon pine i",6029006500,"West",2012,"Operating",0,"operational",38.5,NA,NA,NA,NA,0,-118.211835,35.043411,0.8888888889,34339,0.3435559006,0.5904503106,0.0164984472,6.566770924,168,56,262.5
"323","CA","pinyon pine ii",6029006500,"West",2012,"Operating",0,"operational",38.5,NA,NA,NA,NA,0,-118.223333,35.026759,0.8888888889,34339,0.3435559006,0.5904503106,0.0164984472,6.566770924,132,44,262.5
"324","TX","post wind farm lp",48033950100,"South",2006,"Operating",0,"operational",46,NA,NA,NA,NA,0,-101.219397,32.92544,0.9417475728,58409,0.8408736349,0.1482059282,0,0.7142518772,84,56,262.5
"325","NE","prairie breeze",31003979800,"Midwest",2014,"Operating",0,"operational",46.7,11,0,11,12,1,-98.076667,41.951667,0.88,36967,0.953613808,0.03200287666,0.002157497303,7.701312605,206.5,118,262.5
"326","ND","prairie winds nd1",38101011200,"Midwest",2009,"Operating",0,"operational",41.3,NA,NA,NA,NA,0,-101.269189,47.933621,0.7543859649,64167,0.9674940898,0.008865248227,0.004137115839,9.510914898,115.5,77,262.5
"327","SD","prairie winds sd1",46003973600,"Midwest",2011,"Operating",0,"operational",43.2,NA,NA,NA,NA,0,-98.7875,43.886389,0.6971153846,45230,0.9339483395,0.03726937269,0.00332103321,3.825389921,162,108,262.5
"328","AZ","red horse 2",4003000201,"West",2015,"Operating",0,"operational",38.4,NA,0,2,2,1,-110.088056,32.286111,0.7278037383,60223,0.5460368295,0.4315452362,0.00320256205,11.27519291,30,15,262.5
"329","ID","rockland wind farm",16077960200,"West",2011,"Operating",0,"operational",32.1,NA,NA,NA,NA,0,-112.901944,42.674722,0.5734463277,37177,0.6193642556,0.3564709698,0.002432695427,11.5678605,79.2,44,262.5
"330","ID","sawtooth wind project",16039960100,"West",2011,"Operating",0,"operational",46.3,NA,NA,NA,NA,0,-115.393333,42.982222,0.7219730942,36007,0.729710404,0.2373972113,0.002502681444,1.352815256,22.4,14,262.5
"331","OK","seiling wind i",40043959100,"South",2014,"Operating",0,"operational",41.7,NA,NA,NA,NA,0,-98.992222,36.1225,0.8682539683,42448,0.816191446,0.04226069246,0.001527494908,5.775821792,199,117,262.5
"332","TX","sendero wind energy",48247950400,"South",2015,"Operating",0,"operational",34.9,NA,NA,NA,NA,0,-98.916667,27.18,0.256454389,48031,0.06486664472,0.9249259137,0.002963450774,2.72373632,78,39,262.5
"333","TX","shannon wind",48077030302,"South",2015,"Operating",0,"operational",48.4,NA,0,0,1,1,-98.360833,33.509722,0.963190184,56406,0.9460801703,0.02625044342,0.002837885775,4.819384391,204,119,262.5
"334","KS","shooting star",20097969100,"Midwest",2012,"Operating",0,"operational",41.9,NA,0,0,0,0,-99.446389,37.518889,0.8838383838,37292,0.9314531923,0.03877790834,0.004700352526,3.532883465,104,65,262.5
"335","IA","sky volt",19001960300,"Midwest",2012,"Operating",1,"operational",45.9,NA,NA,NA,NA,0,-94.488056,41.29,0.690747782,44583,0.9744010502,0.01673777486,0.0009845749918,78.58963368,1.6,1,262.5
"336","NE","steele flats wind project llc",31095963600,"Midwest",2013,"Operating",0,"operational",48.6,NA,0,0,0,0,-96.952222,40.048889,0.6515513126,48433,0.9717668488,0.02094717668,0.001214329083,6.013096072,74.8,44,262.5
"337","TX","stephens ranch wind energy llc",48033950100,"South",2014,"Operating",0,"operational",46,NA,NA,NA,NA,0,-101.647778,32.926389,0.862745098,58409,0.8408736349,0.1482059282,0,0.7142518772,211,118,262.5
"338","NY","stony creek wind farm ny",36121970400,"Northeast",2013,"Operating",0,"operational",43.5,NA,1,6,0,1,-78.415843,42.767614,0.7394540943,54564,0.969978746,0.02178533475,0.0005313496281,45.39933181,94.4,58,262.5
"339","MI","tuscola bay wind",26157000300,"Midwest",2012,"Operating",0,"operational",44.4,NA,0,0,1,0,-83.65,43.525278,0.6997455471,44280,0.9400248602,0.03915475451,0.004350528278,34.14163813,120,75,262.5
"340","MI","tuscola wind ii llc",26157000300,"Midwest",2013,"Operating",0,"operational",44.4,NA,0,5,3,1,-83.566944,43.526944,0.647606383,44280,0.9400248602,0.03915475451,0.004350528278,34.14163813,100.3,59,262.5
"341","NE","valentine wind, llc",31031955800,"Midwest",2014,"Operating",1,"operational",46.2,NA,NA,NA,NA,0,-100.592439,42.859103,0.8202479339,45550,0.8791695825,0.01399580126,0.002565896898,3.614000618,1.9,1,262.5
"342","MN","viking wind partners",27101900200,"Midwest",2003,"Operating",0,"operational",46.1,NA,NA,NA,NA,0,-96.011809,43.983462,0.7727272727,44375,0.9199014171,0.04898336414,0.004004929144,15.07167904,12,8,262.5
"343","OK","weatherford wind energy center",40039960600,"South",2005,"Operating",0,"operational",22.4,NA,0,0,3,1,-98.7346,35.5094,0.7682333874,28724,0.7494885624,0.09298865538,0.04500650921,58.14413386,106.5,71,262.5
"344","SD","wessington springs",46073974100,"Midwest",2009,"Operating",0,"operational",48.6,NA,0,0,0,0,-98.590833,44.0025,0.7364864865,40607,0.946402704,0.04056011589,0.0004828585225,3.935519023,51,34,262.5
"345","OR","wheat field wind power project",41021960100,"West",2009,"Operating",0,"operational",49.7,NA,0,0,0,0,-120.31832,45.675804,0.6806930693,42148,0.9219668626,0.04703367183,0.001603420631,1.55294389,97,46,262.5
"346","IL","white oak energy llc",17113005202,"Midwest",2011,"Operating",0,"operational",39.3,4,0,21,6,1,-89.046666,40.590833,0.5873015873,73182,0.9522303069,0.01581777918,0.01771591269,37.18852027,150,100,262.5
"347","TX","whitetail",48479001815,"South",2012,"Operating",0,"operational",29.1,NA,NA,NA,NA,0,-99.005278,27.488056,0.3051282051,28654,0.04161849711,0.9526011561,0,3.383505993,92,57,262.5
"348","ND","wilton wind ii llc",38015011500,"Midwest",2009,"Operating",0,"operational",46.1,NA,NA,NA,NA,0,-100.7011,47.1333,0.7830508475,54926,0.968,0.002666666667,0.002666666667,1.890403273,49.5,33,262.5
"349","IA","wiota",19029190100,"Midwest",2012,"Operating",1,"operational",46.5,NA,NA,NA,NA,0,-94.876389,41.391944,0.6477272727,41735,0.9865900383,0.004214559387,0.0007662835249,11.75677461,1.6,1,262.5
"350","TX","wolf ridge wind",48097000200,"South",2008,"Operating",0,"operational",40.3,NA,0,6,1,1,-97.428406,33.733006,0.9118773946,62898,0.9430845771,0.03482587065,0.0007960199005,20.72055215,112.5,75,262.5
"351","IA","adair wind farm",19001960100,"Midwest",2008,"Operating",0,"operational",44.6,NA,NA,NA,NA,0,-94.665,41.4236,0.7242744063,43382,0.9774274454,0.01289860265,0.00179147259,10.2111288,174.8,76,262.4
"352","IA","adams wind",19003950100,"Midwest",2015,"Operating",0,"operational",47.3,NA,NA,NA,NA,0,-94.671667,40.92,0.7493975904,46188,0.9776119403,0.009758897819,0.002870264064,5.131031083,154.3,64,262.4
"353","MN","adams wind generations llc",27093560600,"Midwest",2011,"Operating",1,"operational",41.3,NA,NA,NA,NA,0,-94.735555,44.916944,0.7235772358,47961,0.9687181231,0.02040122407,0.002380142809,17.64556423,20,12,262.4
"354","IL","agriwind",17011965500,"Midwest",2007,"Operating",1,"operational",45,NA,0,0,0,0,-89.6236,41.3017,0.6695906433,53553,0.9640861931,0.01729183293,0.00266028199,22.82835989,8.4,4,262.4
"355","KS","alexander wind farm llc",20165972100,"Midwest",2015,"Operating",1,"operational",50.6,NA,0,0,0,0,-99.5075,38.424722,0.8181818182,40521,0.9610705596,0.0202757502,0.001622060016,1.990337017,50.7,21,262.4
"356","CA","alta wind viii",6029006500,"West",2012,"Operating",0,"operational",38.5,NA,NA,NA,NA,0,-118.234811,35.026683,0.8888888889,34339,0.3435559006,0.5904503106,0.0164984472,6.566770924,150,50,262.4
"357","CA","alta wind xi",6029006007,"West",2014,"Operating",0,"operational",45.5,NA,NA,NA,NA,0,-118.39,35.065,0.7074468085,64467,0.7732919255,0.1609426379,0.01169163318,8.042514586,90,48,262.4
"358","TX","anacacho wind farm, llc",48271950100,"South",2012,"Operating",0,"operational",45.3,NA,NA,NA,NA,0,-100.209167,29.234722,0.7713004484,24388,0.4157865481,0.5569760978,0.0108393552,2.645481386,99.8,55,262.4
"359","NM","anderson wind i",35005001400,"West",2014,"Operating",1,"operational",33.7,NA,0,0,0,0,-103.855833,33.029444,1,36908,0.3564356436,0.6209335219,0.003889674682,4.717101942,5,3,262.4
"360","NM","anderson wind ii",35005001400,"West",2014,"Operating",1,"operational",33.7,NA,NA,NA,NA,0,-103.865,33.013889,1,36908,0.3564356436,0.6209335219,0.003889674682,4.717101942,10,5,262.4
"361","TX","baywa r.e mozart llc",48263950100,"South",2012,"Operating",0,"operational",48.4,NA,NA,NA,NA,0,-100.524167,32.969722,0.7972972973,47750,0.827970297,0.1485148515,0.007425742574,0.8952840843,30,12,262.4
"362","MN","bc energy llc",27063480200,"Midwest",2008,"Operating",0,"operational",44.5,NA,NA,NA,NA,0,-95.4253,43.6183,0.7969924812,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,4,2,262.4
"363","SD","beethoven wind",46009967700,"Midwest",2015,"Operating",0,"operational",40.2,NA,0,0,3,1,-98.08,43.16,0.733201581,36603,0.8102876106,0.02488938053,0.01521017699,11.58793914,80,43,262.4
"364","ID","bennett creek windfarm llc",16039960300,"West",2008,"Operating",0,"operational",34.7,NA,0,0,0,0,-115.4803,43.0536,0.7219730942,42000,0.8061068702,0.1020356234,0.02900763359,35.58529735,21,10,262.4
"365","IL","big sky wind llc",17103000700,"Midwest",2011,"Operating",0,"operational",45.2,9,0,3,1,1,-89.456111,41.599167,0.5333333333,55625,0.9380619381,0.04445554446,0.001998001998,11.86611246,240,114,262.4
"366","OR","big top llc",41049970200,"West",2009,"Operating",0,"operational",46.6,NA,NA,NA,NA,0,-119.4647,45.655,0.786163522,40568,0.9017632242,0.05824937028,0.0009445843829,1.84216591,1.7,1,262.4
"367","ND","bison i wind energy center",38059020500,"Midwest",2010,"Operating",0,"operational",48.6,NA,NA,NA,NA,0,-101.554722,46.98,0.8081534772,39044,0.9698051057,0.009881965413,0,4.41855334,87.8,33,262.4
"368","MN","black oak wind farm",27145011500,"Midwest",2016,"Operating",0,"operational",39.9,NA,0,2,13,0,-95.012778,45.660833,0.7762237762,49882,0.9443736054,0.04016576347,0.006375518011,42.14401867,78,39,262.4
"369","OK","blue canyon windpower vi llc",40015161800,"South",2011,"Operating",0,"operational",43.7,NA,NA,NA,NA,0,-98.5599,34.910361,0.7156862745,31894,0.6093312597,0.1091757387,0.009642301711,14.96322369,100,55,262.4
"370","MO","bluegrass ridge",29075960200,"Midwest",2007,"Operating",0,"operational",39.6,1,1,3,0,1,-94.4869,40.1006,0.800955414,36918,0.9821142552,0.006406833956,0.003203416978,17.01328069,56.7,27,262.4
"371","TX","bobcat bluff wind project llc",48009020300,"South",2012,"Operating",0,"operational",39.6,NA,NA,NA,NA,0,-98.581944,33.493056,0.8974358974,38486,0.8583287216,0.1236856669,0,11.11411273,150,100,262.4
"372","NM","broadview energy prime 2 llc",35009000602,"West",2014,"Operating",0,"operational",33.4,NA,NA,NA,NA,0,-103.305,34.728056,0.9270833333,51731,0.7371948301,0.196984203,0.02608903782,5.699920605,9.9,6,262.4
"373","NM","broadview energy prime llc",35009000602,"West",2014,"Operating",0,"operational",33.4,NA,NA,NA,NA,0,-103.325,34.746944,0.9270833333,51731,0.7371948301,0.196984203,0.02608903782,5.699920605,9.9,6,262.4
"374","NE","broken bow wind ii, llc",31041971700,"Midwest",2014,"Operating",0,"operational",46.2,NA,NA,NA,NA,0,-99.323056,41.323889,0.8221709007,42066,0.9794193311,0.0124954061,0.002940095553,3.085632082,73.1,43,262.4
"375","NE","broken bow wind llc",31041971700,"Midwest",2012,"Operating",0,"operational",46.2,NA,NA,NA,NA,0,-99.568056,41.454722,0.9166666667,42066,0.9794193311,0.0124954061,0.002940095553,3.085632082,79.9,50,262.4
"376","KS","buckeye wind energy center",20051073000,"Midwest",2015,"Operating",0,"operational",40.8,NA,0,0,1,1,-99.414161,39.003873,0.8287037037,45433,0.964609535,0.02603100322,0.001754899093,8.227356785,200.48,112,262.4
"377","OK","buffalo bear llc",40059952100,"South",2008,"Operating",0,"operational",42.1,NA,NA,NA,NA,0,-99.6353,36.7767,0.8407407407,49000,0.8160651921,0.1647264261,0.001164144354,2.922136432,18.9,9,262.4
"378","SD","buffalo ridge i llc",46011958600,"Midwest",2009,"Operating",0,"operational",38.5,50,0,1,0,1,-96.4779,44.4328,0.5731166913,52170,0.9297917779,0.05018686599,0.001334757074,10.38360073,50.4,24,262.4
"379","IA","bulldog",19001960200,"Midwest",2010,"Operating",1,"operational",45.6,NA,0,0,0,0,-94.4406,41.2258,0.6185714286,47269,0.9815618221,0.007592190889,0.001626898048,7.170342915,1.5,1,262.4
"380","ID","burley butte windpark",16031950600,"West",2011,"Operating",0,"operational",31.7,NA,NA,NA,NA,0,-113.926605,42.490341,0.7681388013,47852,0.7337953526,0.2511210762,0,2.953190088,19.5,13,262.4
"381","OR","butter creek power llc",41059950500,"West",2009,"Operating",0,"operational",40.4,NA,0,1,0,0,-119.4222,45.7017,0.7619047619,53795,0.859186918,0.08108108108,0.004315239609,10.62527744,5,3,262.4
"382","ID","camp reed",16039960100,"West",2010,"Operating",0,"operational",46.3,NA,NA,NA,NA,0,-115.048889,42.811944,0.7010869565,36007,0.729710404,0.2373972113,0.002502681444,1.352815256,22.5,15,262.4
"383","SD","campbell county wind farm",46021964100,"Midwest",2015,"Operating",0,"operational",50.1,NA,0,0,0,0,-100.275,45.753333,0.901734104,42833,0.9754433834,0.0136425648,0.0006821282401,1.998154908,97.8,55,262.4
"384","MA","cape cod air force station - 6 sws",25001014100,"Northeast",2014,"Operating",0,"operational",26.9,NA,0,0,1,0,-70.538889,41.7525,0.4897959184,39803,0.7957931639,0.08238387379,0.08150744961,35.93051844,3.36,2,262.4
"385","TX","capricorn ridge wind llc",48431950100,"South",2007,"Operating",0,"operational",41.8,NA,NA,NA,NA,0,-100.9281,31.9261,0.9053254438,41548,0.6412948381,0.3193350831,0.0113735783,1.23774798,662.5,407,262.4
"386","CO","carousel wind farm llc",8063962100,"West",2015,"Operating",0,"operational",38.4,NA,NA,NA,NA,0,-102.173,39.334,0.7753846154,41725,0.6909058424,0.2481686618,0.03805610148,7.591205521,150,88,262.4
"387","IA","carroll area wind farm",19027960600,"Midwest",2015,"Operating",0,"operational",45.2,NA,NA,NA,NA,0,-94.8861,41.94143,0.7124183007,43698,0.9785407725,0.007725321888,0.00643776824,31.79137408,20.7,9,262.4
"388","ID","cassia gulch",16083001500,"West",2009,"Operating",0,"operational",39.2,NA,0,3,0,0,-115.0172,42.8744,0.7475,53468,0.8310861423,0.1513108614,0.0003745318352,1.800853891,18.9,9,262.4
"389","ID","cassia wind",16083001500,"West",2009,"Operating",0,"operational",39.2,NA,0,1,0,0,-115.0369,42.8444,0.7475,53468,0.8310861423,0.1513108614,0.0003745318352,1.800853891,10.5,5,262.4
"390","CO","cedar creek ii",8123002501,"West",2011,"Operating",0,"operational",41.2,NA,0,0,0,0,-103.783889,40.9475,0.8744939271,54906,0.8734255627,0.1028288251,0.001651868676,1.969171831,248.3,123,262.4
"391","TX","cedro hill wind llc",48479001815,"South",2010,"Operating",0,"operational",29.1,NA,NA,NA,NA,0,-98.905278,27.576111,0.3051282051,28654,0.04161849711,0.9526011561,0,3.383505993,150,100,262.4
"392","KS","central plains wind farm",20203957600,"Midwest",2009,"Operating",0,"operational",40.3,NA,0,0,0,0,-101.161472,38.503167,0.9075630252,44318,0.7372426141,0.2461951656,0.006266786034,3.108961759,99,33,262.4
"393","TX","champion wind farm llc",48353950500,"South",2008,"Operating",0,"operational",42,NA,0,0,0,0,-100.6481,32.3983,0.7865168539,47543,0.7046783626,0.2744883041,0.009137426901,3.862872822,126.5,55,262.4
"394","OR","chopin wind llc",41059950300,"West",2016,"Operating",0,"operational",42.1,NA,NA,NA,NA,0,-118.463333,45.88,0.8037974684,51343,0.8863718087,0.06975907947,0.002157497303,14.22689445,10,6,262.4
"395","MN","christoffer wind energy i llc",27063480200,"Midwest",2008,"Operating",0,"operational",44.5,NA,NA,NA,NA,0,-95.3725,43.6256,0.7969924812,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,2.1,1,262.4
"396","MN","christoffer wind energy ii llc",27063480200,"Midwest",2008,"Operating",0,"operational",44.5,NA,NA,NA,NA,0,-95.3672,43.6256,0.7969924812,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,2.1,1,262.4
"397","MN","christoffer wind energy iii llc",27063480200,"Midwest",2008,"Operating",0,"operational",44.5,NA,NA,NA,NA,0,-95.3619,43.6256,0.7969924812,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,2.1,1,262.4
"398","MN","christoffer wind energy iv llc",27063480200,"Midwest",2008,"Operating",0,"operational",44.5,NA,NA,NA,NA,0,-95.3567,43.6256,0.7969924812,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,2.1,1,262.4
"399","NY","cohocton wind project",36101960300,"Northeast",2009,"Operating",0,"operational",41.4,NA,NA,NA,NA,0,-77.52,42.45,0.7332382311,49028,0.9703240922,0.01249511909,0.001952362358,45.66477724,87.5,35,262.4
"400","ID","cold springs windfarm",16039960100,"West",2012,"Operating",0,"operational",46.3,NA,NA,NA,NA,0,-115.400469,43.028056,0.6982167353,36007,0.729710404,0.2373972113,0.002502681444,1.352815256,23,10,262.4
"401","CO","colorado highlands wind",8075966400,"West",2012,"Operating",0,"operational",36.4,NA,NA,NA,NA,0,-102.743055,40.756944,0.7769607843,50787,0.5639486755,0.2617963576,0.1434188742,6.784078962,91,56,262.4
"402","IL","com adam 1wf-1",17103000900,"Midwest",2007,"Operating",0,"operational",42.5,NA,NA,NA,NA,0,-89.249722,41.660278,0.6461126005,57756,0.9381501265,0.04470059039,0.005060444195,21.23012773,5,2,262.4
"403","MN","community wind north llc",27081201002,"Midwest",2011,"Operating",1,"operational",45.2,NA,NA,NA,NA,0,-96.406389,44.245556,0.7397260274,41424,0.9639414495,0.01892181364,0.002499107462,17.81521428,30,12,262.4
"404","MO","conception",29147470500,"Midwest",2008,"Operating",0,"operational",38.5,NA,0,0,0,0,-94.6722,40.2572,0.6585365854,48350,0.9473876507,0.01205699671,0.03050785532,17.00594279,50.4,24,262.4
"405","MO","cow branch",29005950200,"Midwest",2008,"Operating",0,"operational",45.6,NA,0,0,0,0,-95.4683,40.4535,0.7434456929,43629,0.9785425101,0.01214574899,0,9.587663328,50.4,24,262.4
"406","MD","criterion",24023000400,"South",2010,"Operating",0,"operational",41.7,8,3,12,5,1,-79.29,39.4047,0.7836065574,41892,0.9799220857,0.004195385076,0.0119868145,32.65869919,70,28,262.4
